,country,year,sex,gdp_per_capita ($),suicides/100k pop,suicides_no
3925,South Africa,2015,male,6403,10.61,377
3956,Spain,2000,female,15538,24.740000000000002,819
3957,Spain,2000,male,15538,97.47,2575
3958,Spain,2001,female,16169,22.53,759
3959,Spain,2001,male,16169,89.87,2430
3960,Spain,2002,female,17924,23.23,817
3961,Spain,2002,male,17924,92.41,2555
3962,Spain,2003,female,22701,23.189999999999998,828
3963,Spain,2003,male,22701,93.3,2650
3964,Spain,2004,female,26372,23.93,857
3965,Spain,2004,male,26372,88.7,2651
3966,Spain,2005,female,28092,22.6,829
3967,Spain,2005,male,28092,85.06,2570
3968,Spain,2006,female,30246,19.33,735
3969,Spain,2006,male,30246,80.53999999999999,2512
3970,Spain,2007,female,34769,20.2,801
3971,Spain,2007,male,34769,78.75,2463
3972,Spain,2008,female,37848,19.57,781
3973,Spain,2008,male,37848,78.95,2676
3974,Spain,2009,female,34470,18.72,763
3975,Spain,2009,male,34470,79.3,2666
3976,Spain,2010,female,32839,16.01,690
3977,Spain,2010,male,32839,71.42999999999999,2468
3978,Spain,2011,female,34097,17.32,745
3979,Spain,2011,male,34097,71.27,2435
3980,Spain,2012,female,30146,18.650000000000002,815
3981,Spain,2012,male,30146,78.23,2724
3982,Spain,2013,female,30792,22.23,960
3983,Spain,2013,male,30792,79.09,2913
3984,Spain,2014,female,31171,22.43,973
3985,Spain,2014,male,31171,81.92,2938
3986,Spain,2015,female,27108,21.240000000000002,923
3987,Spain,2015,male,27108,76.14,2681
4000,Sri Lanka,2000,female,953,92.78,1293
4001,Sri Lanka,2000,male,953,334.51,3959
4002,Sri Lanka,2001,female,912,70.89999999999999,1008
4003,Sri Lanka,2001,male,912,287.15999999999997,3582
4004,Sri Lanka,2002,female,951,65.34,917
4005,Sri Lanka,2002,male,951,274.07,3465
4006,Sri Lanka,2003,female,1077,67.33,934
4007,Sri Lanka,2003,male,1077,285.42,3533
4008,Sri Lanka,2006,female,1580,66.75,898
4009,Sri Lanka,2006,male,1580,261.98,3117
4036,Suriname,2000,female,2129,39.43,14
4037,Suriname,2000,male,2129,88.5,38
4038,Suriname,2001,female,1798,45.51,16
4039,Suriname,2001,male,1798,172.58,56
4040,Suriname,2002,female,2507,71.96,21
4041,Suriname,2002,male,2507,142.27,48
4042,Suriname,2003,female,2916,47.04,19
4043,Suriname,2003,male,2916,198.95999999999998,58
4044,Suriname,2004,female,3360,59.28,18
4045,Suriname,2004,male,3360,142.82,49
4046,Suriname,2005,female,4009,45.69,12
4047,Suriname,2005,male,4009,165.48,60
4048,Suriname,2006,female,5794,69.43,28
4049,Suriname,2006,male,5794,228.83,84
4050,Suriname,2007,female,6397,102.59,32
4051,Suriname,2007,male,6397,253.54999999999998,87
4052,Suriname,2008,female,7601,91.08,34
4053,Suriname,2008,male,7601,325.74,113
4054,Suriname,2009,female,8238,85.85000000000001,32
4055,Suriname,2009,male,8238,283.86,99
4056,Suriname,2010,female,9176,138.06,42
4057,Suriname,2010,male,9176,287.24,94
4058,Suriname,2011,female,9184,68.26,32
4059,Suriname,2011,male,9184,285.05,95
4060,Suriname,2012,female,10227,76.03999999999999,33
4061,Suriname,2012,male,10227,378.07,100
4062,Suriname,2013,female,10451,73.62,34
4063,Suriname,2013,male,10451,213.18,97
4064,Suriname,2014,female,10530,88.62,36
4065,Suriname,2014,male,10530,268.72,92
4092,Sweden,2000,female,30896,41.81,329
4093,Sweden,2000,male,30896,120.69,802
4094,Sweden,2001,female,28429,45.8,364
4095,Sweden,2001,male,28429,121.69,833
4096,Sweden,2002,female,31175,40.89,318
4097,Sweden,2002,male,31175,121.82000000000001,862
4098,Sweden,2003,female,38997,45.31,336
4099,Sweden,2003,male,38997,108.10000000000001,776
4100,Sweden,2004,female,44831,40.78,321
4101,Sweden,2004,male,44831,116.63,834
4102,Sweden,2005,female,45563,47.76,384
4103,Sweden,2005,male,45563,116.86,835
4104,Sweden,2006,female,48977,48.09,380
4105,Sweden,2006,male,48977,112.67,817
4106,Sweden,2007,female,56531,38.66,325
4107,Sweden,2007,male,56531,108.73,801
4108,Sweden,2008,female,59155,40.42,315
4109,Sweden,2008,male,59155,115.26,855
4110,Sweden,2009,female,49070,42.07,354
4111,Sweden,2009,male,49070,118.33,888
4112,Sweden,2010,female,55352,36.05,303
4113,Sweden,2010,male,55352,110.49,838
4114,Sweden,2011,female,63380,39.72,323
4115,Sweden,2011,male,63380,102.05,789
4116,Sweden,2012,female,60776,39.07,335
4117,Sweden,2012,male,60776,109.03999999999999,819
4118,Sweden,2013,female,64133,45.17,368
4119,Sweden,2013,male,64133,113.03,862
4120,Sweden,2014,female,62956,42.93,363
4121,Sweden,2014,male,62956,106.12,785
4122,Sweden,2015,female,54629,40.3,331
4123,Sweden,2015,male,54629,109.0,851
4124,Sweden,2016,female,55594,41.019999999999996,348
4125,Sweden,2016,male,55594,97.82000000000001,782
4136,Switzerland,2000,female,39952,66.98,399
4137,Switzerland,2000,male,39952,199.22,981
4138,Switzerland,2001,female,40582,66.32000000000001,393
4139,Switzerland,2001,male,40582,195.37,945
4140,Switzerland,2002,female,43419,77.11,466
4141,Switzerland,2002,male,43419,196.59,980
4142,Switzerland,2003,female,50639,72.74,421
4143,Switzerland,2003,male,50639,169.92,848
4144,Switzerland,2004,female,56123,71.28,427
4145,Switzerland,2004,male,56123,170.99,857
4146,Switzerland,2005,female,57790,65.67,400
4147,Switzerland,2005,male,57790,180.52,899
4148,Switzerland,2006,female,60536,72.31,446
4149,Switzerland,2006,male,60536,169.32,863
4150,Switzerland,2007,female,66807,74.25,440
4151,Switzerland,2007,male,66807,181.56,920
4152,Switzerland,2008,female,76202,73.43,453
4153,Switzerland,2008,male,76202,164.08,861
4154,Switzerland,2009,female,73529,39.42,278
4155,Switzerland,2009,male,73529,140.71,827
4156,Switzerland,2010,female,78474,38.72,282
4157,Switzerland,2010,male,78474,121.8,724
4158,Switzerland,2011,female,93053,38.67,277
4159,Switzerland,2011,male,93053,129.55,757
4160,Switzerland,2012,female,87951,38.27,286
4161,Switzerland,2012,male,87951,127.12,752
4162,Switzerland,2013,female,89634,37.56,285
4163,Switzerland,2013,male,89634,132.7,786
4164,Switzerland,2014,female,90809,37.83,276
4165,Switzerland,2014,male,90809,124.27,756
4166,Switzerland,2015,female,86068,36.82,280
4167,Switzerland,2015,male,86068,127.84,793
4192,Thailand,2000,female,2169,23.98,1149
4193,Thailand,2000,male,2169,82.12,4033
4194,Thailand,2002,female,2305,24.060000000000002,1190
4195,Thailand,2002,male,2305,79.06,3712
4196,Thailand,2003,female,2531,21.119999999999997,1059
4197,Thailand,2003,male,2531,70.04,3425
4198,Thailand,2004,female,2849,20.69,1043
4199,Thailand,2004,male,2849,65.37,3253
4200,Thailand,2005,female,3094,16.84,907
4201,Thailand,2005,male,3094,61.15,3030
4202,Thailand,2006,female,3598,13.55,756
4203,Thailand,2006,male,3598,55.49,2852
4204,Thailand,2007,female,4461,16.42,811
4205,Thailand,2007,male,4461,62.72,2943
4206,Thailand,2008,female,4921,17.57,872
4207,Thailand,2008,male,4921,60.61,2906
4208,Thailand,2009,female,4736,16.150000000000002,861
4209,Thailand,2009,male,4736,62.41,2926
4210,Thailand,2010,female,5707,16.39,848
4211,Thailand,2010,male,5707,64.11,2913
4212,Thailand,2011,female,6153,17.619999999999997,888
4213,Thailand,2011,male,6153,59.97,2985
4214,Thailand,2012,female,6584,17.66,930
4215,Thailand,2012,male,6584,63.03,3055
4216,Thailand,2013,female,6917,16.42,856
4217,Thailand,2013,male,6917,63.14,3105
4218,Thailand,2014,female,6662,16.63,878
4219,Thailand,2014,male,6662,60.33,3074
4220,Thailand,2015,female,6552,15.370000000000001,839
4221,Thailand,2015,male,6552,65.78,3366
4222,Thailand,2016,female,6713,15.34,842
4223,Thailand,2016,male,6713,61.98,3275
4254,Trinidad and Tobago,2000,female,6920,49.6,32
4255,Trinidad and Tobago,2000,male,6920,148.72,134
4256,Trinidad and Tobago,2001,female,7458,36.06,38
4257,Trinidad and Tobago,2001,male,7458,169.27,141
4258,Trinidad and Tobago,2002,female,7578,27.03,27
4259,Trinidad and Tobago,2002,male,7578,131.98,129
4260,Trinidad and Tobago,2003,female,9465,34.620000000000005,35
4261,Trinidad and Tobago,2003,male,9465,123.63,109
4262,Trinidad and Tobago,2004,female,11066,30.55,25
4263,Trinidad and Tobago,2004,male,11066,157.73,143
4264,Trinidad and Tobago,2005,female,13258,28.57,26
4265,Trinidad and Tobago,2005,male,13258,115.57000000000001,110
4266,Trinidad and Tobago,2006,female,15190,21.59,26
4267,Trinidad and Tobago,2006,male,15190,112.3,115
4268,Trinidad and Tobago,2007,female,17827,20.38,20
4269,Trinidad and Tobago,2007,male,17827,123.2,111
4270,Trinidad and Tobago,2008,female,22857,30.59,36
4271,Trinidad and Tobago,2008,male,22857,147.66,163
4272,Trinidad and Tobago,2009,female,15652,17.62,21
4273,Trinidad and Tobago,2009,male,15652,102.62,107
4274,Trinidad and Tobago,2010,female,18000,25.43,31
4275,Trinidad and Tobago,2010,male,18000,125.07000000000001,129
4276,Trinidad and Tobago,2011,female,20557,21.91,27
4277,Trinidad and Tobago,2011,male,20557,116.78,112
4278,Turkey,2009,female,9773,5.1899999999999995,249
4279,Turkey,2009,male,9773,16.099999999999998,801
4280,Turkey,2010,female,11525,7.68,376
4281,Turkey,2010,male,11525,24.01,1148
4282,Turkey,2011,female,12237,5.47,298
4283,Turkey,2011,male,12237,17.6,850
4284,Turkey,2012,female,12671,7.05,378
4285,Turkey,2012,male,12671,21.35,1072
4286,Turkey,2013,female,13603,8.65,463
4287,Turkey,2013,male,13603,26.77,1347
4288,Turkey,2014,female,13170,7.3500000000000005,408
4289,Turkey,2014,male,13170,23.48,1209
4290,Turkey,2015,female,11961,7.05,397
4291,Turkey,2015,male,11961,21.419999999999998,1135
4318,Turkmenistan,2000,female,721,30.58,76
4319,Turkmenistan,2000,male,721,81.55,307
4320,Turkmenistan,2001,female,863,20.23,78
4321,Turkmenistan,2001,male,863,113.23,367
4322,Turkmenistan,2002,female,1077,22.290000000000003,80
4323,Turkmenistan,2002,male,1077,93.14,336
4324,Turkmenistan,2003,female,1431,25.13,82
4325,Turkmenistan,2003,male,1431,81.89,295
4326,Turkmenistan,2004,female,1624,27.2,93
4327,Turkmenistan,2004,male,1624,85.60000000000001,299
4328,Turkmenistan,2005,female,1906,24.55,94
4329,Turkmenistan,2005,male,1906,109.64,374
4330,Turkmenistan,2006,female,2397,29.060000000000002,114
4331,Turkmenistan,2006,male,2397,114.78,392
4332,Turkmenistan,2007,female,2916,23.12,85
4333,Turkmenistan,2007,male,2916,73.57,269
4334,Turkmenistan,2008,female,4368,28.29,114
4335,Turkmenistan,2008,male,4368,89.29,370
4336,Turkmenistan,2009,female,4508,8.47,40
4337,Turkmenistan,2009,male,4508,34.07,125
4338,Turkmenistan,2010,female,4962,9.61,47
4339,Turkmenistan,2010,male,4962,36.14,131
4340,Turkmenistan,2011,female,6319,8.5,39
4341,Turkmenistan,2011,male,6319,23.13,91
4342,Turkmenistan,2012,female,7498,6.39,33
4343,Turkmenistan,2012,male,7498,24.21,105
4344,Turkmenistan,2013,female,8255,5.63,28
4345,Turkmenistan,2013,male,8255,17.66,73
4346,Turkmenistan,2014,female,9046,9.17,44
4347,Turkmenistan,2014,male,9046,18.98,92
4348,Turkmenistan,2015,female,7326,9.95,41
4349,Turkmenistan,2015,male,7326,18.53,92
4376,Ukraine,2000,female,663,63.589999999999996,2633
4377,Ukraine,2000,male,663,313.6,11834
4378,Ukraine,2001,female,812,53.36,2192
4379,Ukraine,2001,male,812,294.78000000000003,10939
4380,Ukraine,2002,female,920,51.919999999999995,2169
4381,Ukraine,2002,male,920,292.13,10367
4382,Ukraine,2003,female,1097,51.73,2150
4383,Ukraine,2003,male,1097,285.34,10163
4384,Ukraine,2004,female,1432,45.77,1865
4385,Ukraine,2004,male,1432,261.28,9391
4386,Ukraine,2005,female,1917,43.120000000000005,1761
4387,Ukraine,2005,male,1917,254.06,8860
4388,Ukraine,2006,female,2418,41.339999999999996,1713
4389,Ukraine,2006,male,2418,241.45,8300
4390,Ukraine,2007,female,3229,40.39,1629
4391,Ukraine,2007,male,3229,240.73,8403
4392,Ukraine,2008,female,4104,42.16,1675
4393,Ukraine,2008,male,4104,232.34,7779
4394,Ukraine,2009,female,2691,42.940000000000005,1724
4395,Ukraine,2009,male,2691,236.32,7991
4396,Ukraine,2010,female,3141,40.29,1579
4397,Ukraine,2010,male,3141,222.78,7510
4398,Ukraine,2011,female,3788,42.09,1664
4399,Ukraine,2011,male,3788,221.91,7309
4400,Ukraine,2012,female,4096,43.09,1697
4401,Ukraine,2012,male,4096,225.38000000000002,7361
4402,Ukraine,2014,female,3299,41.83,1556
4403,Ukraine,2014,male,3299,208.67000000000002,6412
4404,Ukraine,2015,female,2256,38.08,1426
4405,Ukraine,2015,male,2256,206.64,6148
4406,United Arab Emirates,2005,female,42196,5.28,16
4407,United Arab Emirates,2005,male,42196,10.77,80
4408,United Arab Emirates,2006,female,45110,8.44,14
4409,United Arab Emirates,2006,male,45110,8.11,76
4410,United Arab Emirates,2007,female,45285,7.46,13
4411,United Arab Emirates,2007,male,45285,8.53,88
4412,United Arab Emirates,2008,female,48457,4.09,18
4413,United Arab Emirates,2008,male,48457,7.77,82
4414,United Arab Emirates,2009,female,34960,3.61,15
4415,United Arab Emirates,2009,male,34960,8.120000000000001,109
4416,United Arab Emirates,2010,female,36964,5.93,22
4417,United Arab Emirates,2010,male,36964,16.78,89
4448,United Kingdom,2000,female,29358,19.0,979
4449,United Kingdom,2000,male,29358,68.33,3311
4450,United Kingdom,2001,female,29179,17.63,929
4451,United Kingdom,2001,male,29179,67.51,3199
4452,United Kingdom,2002,female,31630,18.720000000000002,953
4453,United Kingdom,2002,male,31630,63.99,3164
4454,United Kingdom,2003,female,36289,17.66,929
4455,United Kingdom,2003,male,36289,62.49,3050
4456,United Kingdom,2004,female,42486,19.1,1021
4457,United Kingdom,2004,male,42486,63.62,3162
4458,United Kingdom,2005,female,44372,18.400000000000002,993
4459,United Kingdom,2005,male,44372,60.76,3054
4460,United Kingdom,2006,female,47163,16.85,936
4461,United Kingdom,2006,male,47163,61.32,3186
4462,United Kingdom,2007,female,53576,15.76,872
4463,United Kingdom,2007,male,53576,59.160000000000004,3025
4464,United Kingdom,2008,female,50111,17.259999999999998,959
4465,United Kingdom,2008,male,50111,63.45,3300
4466,United Kingdom,2009,female,41074,16.81,933
4467,United Kingdom,2009,male,41074,61.19,3313
4468,United Kingdom,2010,female,41798,17.15,963
4469,United Kingdom,2010,male,41798,60.26,3225
4470,United Kingdom,2011,female,44491,16.51,960
4471,United Kingdom,2011,male,44491,61.78,3433
4472,United Kingdom,2012,female,44585,16.15,932
4473,United Kingdom,2012,male,44585,63.32,3512
4474,United Kingdom,2013,female,45594,16.88,993
4475,United Kingdom,2013,male,45594,68.04,3831
4476,United Kingdom,2014,female,49906,17.99,1071
4477,United Kingdom,2014,male,49906,65.94,3717
4478,United Kingdom,2015,female,47240,20.05,1178
4479,United Kingdom,2015,male,47240,66.69,3732
4510,United States,2000,female,39218,22.96,5732
4511,United States,2000,male,39218,123.62,23611
4512,United States,2001,female,40018,23.26,5949
4513,United States,2001,male,40018,124.96000000000001,24658
4514,United States,2002,female,40845,24.07,6246
4515,United States,2002,male,40845,125.95,25399
4516,United States,2003,female,42468,23.88,6281
4517,United States,2003,male,42468,121.76,25196
4518,United States,2004,female,44867,25.62,6873
4519,United States,2004,male,44867,121.28,25555
4520,United States,2005,female,47423,25.17,6729
4521,United States,2005,male,47423,121.51,25900
4522,United States,2006,female,49666,25.43,6992
4523,United States,2006,male,49666,119.7,26300
4524,United States,2007,female,51585,26.3,7329
4525,United States,2007,male,51585,122.82000000000001,27267
4526,United States,2008,female,52128,27.349999999999998,7583
4527,United States,2008,male,52128,125.89,28447
4528,United States,2009,female,50563,27.68,7821
4529,United States,2009,male,50563,126.51,29079
4530,United States,2010,female,51989,28.599999999999998,8087
4531,United States,2010,male,51989,130.29,30275
4532,United States,2011,female,53452,29.93,8512
4533,United States,2011,male,53452,132.43,30996
4534,United States,2012,female,55170,30.7,8819
4535,United States,2012,male,55170,134.44,31777
4536,United States,2013,female,56520,31.54,9094
4537,United States,2013,male,56520,135.13,32049
4538,United States,2014,female,58531,33.21,9659
4539,United States,2014,male,58531,138.12,33110
4540,United States,2015,female,60387,35.23,10199
4541,United States,2015,male,60387,140.18,33990
4568,Uruguay,2000,female,7483,36.25,94
4569,Uruguay,2000,male,7483,238.02,461
4570,Uruguay,2001,female,6827,39.65,109
4571,Uruguay,2001,male,6827,196.47,390
4572,Uruguay,2002,female,4439,54.44,141
4573,Uruguay,2002,male,4439,277.25,534
4574,Uruguay,2003,female,3929,43.58,123
4575,Uruguay,2003,male,3929,215.67000000000002,412
4576,Uruguay,2004,female,4463,41.17,108
4577,Uruguay,2004,male,4463,217.32,412
4578,Uruguay,2005,female,5655,45.120000000000005,115
4579,Uruguay,2005,male,5655,196.19,383
4580,Uruguay,2006,female,6362,46.82,136
4581,Uruguay,2006,male,6362,201.29,392
4582,Uruguay,2007,female,7581,48.2,135
4583,Uruguay,2007,male,7581,218.10999999999999,441
4584,Uruguay,2008,female,9793,40.92,112
4585,Uruguay,2008,male,9793,193.61,411
4586,Uruguay,2009,female,10166,37.51,103
4587,Uruguay,2009,male,10166,200.24,408
4588,Uruguay,2010,female,12882,45.0,126
4589,Uruguay,2010,male,12882,212.43,421
4590,Uruguay,2012,female,16264,42.58,123
4591,Uruguay,2012,male,16264,221.77,476
4592,Uruguay,2013,female,18179,46.42,123
4593,Uruguay,2013,male,18179,202.67000000000002,423
4594,Uruguay,2014,female,18012,44.31,131
4595,Uruguay,2014,male,18012,204.32999999999998,460
4596,Uruguay,2015,female,16696,46.99,131
4597,Uruguay,2015,male,16696,223.03,499
4618,Uzbekistan,2000,female,632,31.64,464
4619,Uzbekistan,2000,male,632,88.67,1455
4620,Uzbekistan,2001,female,513,28.69,452
4621,Uzbekistan,2001,male,513,87.23,1462
4622,Uzbekistan,2002,female,428,24.2,399
4623,Uzbekistan,2002,male,428,71.08,1177
4624,Uzbekistan,2003,female,441,21.58,379
4625,Uzbekistan,2003,male,441,60.48,1037
4626,Uzbekistan,2004,female,516,17.12,308
4627,Uzbekistan,2004,male,516,50.92,943
4628,Uzbekistan,2005,female,606,15.58,300
4629,Uzbekistan,2005,male,606,52.23,921
4630,Uzbekistan,2009,female,1332,15.92,376
4631,Uzbekistan,2009,male,1332,44.940000000000005,1023
4632,Uzbekistan,2010,female,1533,17.69,453
4633,Uzbekistan,2010,male,1533,45.54,1011
4634,Uzbekistan,2011,female,1767,20.09,517
4635,Uzbekistan,2011,male,1767,47.05,1123
4636,Uzbekistan,2012,female,1964,22.94,615
4637,Uzbekistan,2012,male,1964,54.59,1220
4638,Uzbekistan,2013,female,2150,23.990000000000002,628
4639,Uzbekistan,2013,male,2150,54.87,1322
4640,Uzbekistan,2014,female,2309,26.18,690
4641,Uzbekistan,2014,male,2309,58.94,1405
