,country,year,sex,gdp_per_capita ($),suicides/100k pop,suicides_no
1142,Cuba,2010,female,5997,37.269999999999996,329
1143,Cuba,2010,male,5997,164.86,1229
1144,Cuba,2011,female,6419,36.88,315
1145,Cuba,2011,male,6419,170.17000000000002,1214
1146,Cuba,2012,female,6791,35.49,296
1147,Cuba,2012,male,6791,168.51,1199
1148,Cuba,2013,female,7148,34.68,298
1149,Cuba,2013,male,7148,155.78,1201
1150,Cuba,2014,female,7459,34.22,307
1151,Cuba,2014,male,7459,150.41,1146
1152,Cuba,2015,female,8044,34.07,300
1153,Cuba,2015,male,8044,160.24,1211
1156,Cyprus,2000,female,11635,0.0,0
1157,Cyprus,2000,male,11635,8.36,7
1158,Cyprus,2004,female,25227,2.81,2
1159,Cyprus,2004,male,25227,6.359999999999999,5
1160,Cyprus,2005,female,26671,7.140000000000001,5
1161,Cyprus,2005,male,26671,17.6,12
1162,Cyprus,2006,female,28600,8.87,7
1163,Cyprus,2006,male,28600,18.77,12
1164,Cyprus,2007,female,33048,5.68,4
1165,Cyprus,2007,male,33048,30.49,15
1166,Cyprus,2008,female,37267,11.95,10
1167,Cyprus,2008,male,37267,47.120000000000005,31
1168,Cyprus,2009,female,33816,10.35,7
1169,Cyprus,2009,male,33816,45.18,25
1170,Cyprus,2010,female,32477,9.27,8
1171,Cyprus,2010,male,32477,49.61,30
1172,Cyprus,2011,female,34249,7.55,5
1173,Cyprus,2011,male,34249,36.23,25
1174,Cyprus,2012,female,30752,2.13,2
1175,Cyprus,2012,male,30752,40.769999999999996,34
1176,Cyprus,2013,female,29624,4.34,5
1177,Cyprus,2013,male,29624,60.27,40
1178,Cyprus,2014,female,29024,17.16,13
1179,Cyprus,2014,male,29024,39.94,31
1180,Cyprus,2015,female,24718,10.48,9
1181,Cyprus,2015,male,24718,39.11,31
1182,Cyprus,2016,female,25098,5.06,5
1183,Cyprus,2016,male,25098,42.089999999999996,31
1204,Czech Republic,2000,female,6278,42.6,351
1205,Czech Republic,2000,male,6278,184.04,1298
1206,Czech Republic,2001,female,6863,38.69,329
1207,Czech Republic,2001,male,6863,182.23,1294
1208,Czech Republic,2002,female,8399,39.81,318
1209,Czech Republic,2002,male,8399,172.34,1216
1210,Czech Republic,2003,female,10220,43.28,354
1211,Czech Republic,2003,male,10220,191.6,1365
1212,Czech Republic,2004,female,12226,35.82,297
1213,Czech Republic,2004,male,12226,167.2,1286
1214,Czech Republic,2005,female,13961,33.34,292
1215,Czech Republic,2005,male,13961,160.06,1273
1216,Czech Republic,2006,female,15896,28.04,258
1217,Czech Republic,2006,male,15896,150.36,1142
1218,Czech Republic,2007,female,19273,27.07,230
1219,Czech Republic,2007,male,19273,143.71,1149
1220,Czech Republic,2008,female,23811,27.439999999999998,256
1221,Czech Republic,2008,male,23811,147.57,1123
1222,Czech Republic,2009,female,20748,25.89,234
1223,Czech Republic,2009,male,20748,153.82,1230
1224,Czech Republic,2010,female,20862,27.759999999999998,257
1225,Czech Republic,2010,male,20862,147.86,1245
1226,Czech Republic,2011,female,23010,28.009999999999998,253
1227,Czech Republic,2011,male,23010,158.23,1337
1228,Czech Republic,2012,female,20898,29.05,278
1229,Czech Republic,2012,male,20898,167.18,1380
1230,Czech Republic,2013,female,21073,29.13,283
1231,Czech Republic,2013,male,21073,156.94,1294
1232,Czech Republic,2014,female,20859,31.650000000000002,293
1233,Czech Republic,2014,male,20859,143.64000000000001,1196
1234,Czech Republic,2015,female,18703,28.34,254
1235,Czech Republic,2015,male,18703,142.53,1133
1236,Czech Republic,2016,female,19505,26.72,258
1237,Czech Republic,2016,male,19505,135.04,1060
1250,Denmark,2000,female,32841,44.6,195
1251,Denmark,2000,male,32841,136.47,533
1252,Denmark,2001,female,32837,49.63,220
1253,Denmark,2001,male,32837,136.54,507
1254,Denmark,2002,female,35435,42.14,185
1255,Denmark,2002,male,35435,134.37,503
1256,Denmark,2003,female,43129,34.160000000000004,153
1257,Denmark,2003,male,43129,122.53999999999999,480
1258,Denmark,2004,female,49552,40.0,192
1259,Denmark,2004,male,49552,121.78,469
1260,Denmark,2005,female,51960,39.2,174
1261,Denmark,2005,male,51960,125.03,457
1262,Denmark,2006,female,55354,37.47,178
1263,Denmark,2006,male,55354,124.61,472
1264,Denmark,2007,female,62229,38.6,180
1265,Denmark,2007,male,62229,101.36,401
1266,Denmark,2008,female,68447,37.34,185
1267,Denmark,2008,male,68447,105.71,418
1268,Denmark,2009,female,61863,32.89,145
1269,Denmark,2009,male,61863,111.81,477
1270,Denmark,2010,female,61711,31.200000000000003,158
1271,Denmark,2010,male,61711,98.82000000000001,405
1272,Denmark,2011,female,65598,31.47,152
1273,Denmark,2011,male,65598,94.86,437
1274,Denmark,2012,female,62071,31.98,167
1275,Denmark,2012,male,62071,111.23,494
1276,Denmark,2013,female,64831,33.8,160
1277,Denmark,2013,male,64831,100.75,450
1278,Denmark,2014,female,66114,34.02,160
1279,Denmark,2014,male,66114,103.71,469
1280,Denmark,2015,female,55972,36.32,174
1281,Denmark,2015,male,55972,85.1,390
1314,Ecuador,2000,female,1650,15.61,163
1315,Ecuador,2000,male,1650,41.56,371
1316,Ecuador,2001,female,2160,17.62,185
1317,Ecuador,2001,male,2160,49.62,399
1318,Ecuador,2002,female,2472,15.81,180
1319,Ecuador,2002,male,2472,45.61,397
1320,Ecuador,2003,female,2755,21.44,222
1321,Ecuador,2003,male,2755,49.12,453
1322,Ecuador,2004,female,3051,22.13,236
1323,Ecuador,2004,male,3051,62.26,555
1324,Ecuador,2005,female,3397,22.2,260
1325,Ecuador,2005,male,3397,74.53,683
1326,Ecuador,2006,female,3759,25.99,298
1327,Ecuador,2006,male,3759,67.08,602
1328,Ecuador,2007,female,4024,22.96,274
1329,Ecuador,2007,male,4024,73.01,731
1330,Ecuador,2008,female,4787,20.82,255
1331,Ecuador,2008,male,4787,74.47,673
1332,Ecuador,2009,female,4762,23.05,245
1333,Ecuador,2009,male,4762,71.2,719
1334,Ecuador,2010,female,5206,22.1,254
1335,Ecuador,2010,male,5206,59.39,658
1336,Ecuador,2011,female,5836,20.98,264
1337,Ecuador,2011,male,5836,60.82,654
1338,Ecuador,2012,female,6364,20.81,265
1339,Ecuador,2012,male,6364,64.07,711
1340,Ecuador,2013,female,6769,14.49,186
1341,Ecuador,2013,male,6769,48.39,490
1342,Ecuador,2014,female,7116,12.56,167
1343,Ecuador,2014,male,7116,53.46,567
1344,Ecuador,2015,female,6832,20.63,266
1345,Ecuador,2015,male,6832,76.76,807
1364,El Salvador,2000,female,2303,32.160000000000004,142
1365,El Salvador,2000,male,2303,78.39,319
1366,El Salvador,2001,female,2373,32.1,152
1367,El Salvador,2001,male,2373,97.61,362
1368,El Salvador,2002,female,2421,24.39,132
1369,El Salvador,2002,male,2421,88.80000000000001,304
1370,El Salvador,2003,female,2507,26.59,139
1371,El Salvador,2003,male,2507,102.33,388
1372,El Salvador,2004,female,2573,21.96,115
1373,El Salvador,2004,male,2573,89.6,349
1374,El Salvador,2005,female,2733,25.54,118
1375,El Salvador,2005,male,2733,90.19,337
1376,El Salvador,2006,female,2947,22.15,118
1377,El Salvador,2006,male,2947,77.42,293
1378,El Salvador,2007,female,3111,22.189999999999998,112
1379,El Salvador,2007,male,3111,104.95,389
1380,El Salvador,2008,female,3271,20.78,116
1381,El Salvador,2008,male,3271,105.03999999999999,374
1382,El Salvador,2009,female,3184,21.82,113
1383,El Salvador,2009,male,3184,102.3,393
1384,El Salvador,2010,female,3318,17.73,95
1385,El Salvador,2010,male,3318,80.19,304
1386,El Salvador,2011,female,3631,22.23,118
1387,El Salvador,2011,male,3631,93.23,367
1388,El Salvador,2012,female,3806,20.98,116
1389,El Salvador,2012,male,3806,102.16,396
1390,El Salvador,2013,female,3885,16.509999999999998,98
1391,El Salvador,2013,male,3885,99.55,386
1392,El Salvador,2014,female,3965,24.61,108
1393,El Salvador,2014,male,3965,77.23,278
1404,Estonia,2000,female,4262,68.88,88
1405,Estonia,2000,male,4262,295.76,289
1406,Estonia,2001,female,4711,82.86,86
1407,Estonia,2001,male,4711,288.82,315
1408,Estonia,2002,female,5561,59.48,72
1409,Estonia,2002,male,5561,298.82,299
1410,Estonia,2003,female,7523,58.5,66
1411,Estonia,2003,male,7523,279.74,276
1412,Estonia,2004,female,9293,50.75,59
1413,Estonia,2004,male,9293,248.71,264
1414,Estonia,2005,female,10870,47.29,53
1415,Estonia,2005,male,10870,209.14,220
1416,Estonia,2006,female,13264,51.61,56
1417,Estonia,2006,male,13264,191.02,191
1418,Estonia,2007,female,17504,39.24,46
1419,Estonia,2007,male,17504,225.81,205
1420,Estonia,2008,female,19141,44.98,53
1421,Estonia,2008,male,19141,199.59,189
1422,Estonia,2009,female,15609,42.61,49
1423,Estonia,2009,male,15609,206.06,220
1424,Estonia,2010,female,15540,36.58,42
1425,Estonia,2010,male,15540,192.49,181
1426,Estonia,2011,female,18545,33.52,40
1427,Estonia,2011,male,18545,195.74,178
1428,Estonia,2012,female,18411,41.92,47
1429,Estonia,2012,male,18411,199.69,190
1430,Estonia,2013,female,20221,40.81,47
1431,Estonia,2013,male,20221,191.11,171
1432,Estonia,2014,female,21117,40.13,48
1433,Estonia,2014,male,21117,218.78,193
1434,Estonia,2015,female,18149,28.64,36
1435,Estonia,2015,male,18149,176.74,159
1436,Fiji,2001,female,2307,12.59,8
1437,Fiji,2001,male,2307,42.36,28
1438,Fiji,2002,female,2548,42.22,16
1439,Fiji,2002,male,2548,68.32000000000001,26
1440,Fiji,2003,female,3192,5.6899999999999995,4
1441,Fiji,2003,male,3192,10.43,6
1442,Fiji,2004,female,3744,11.75,8
1443,Fiji,2004,male,3744,78.74000000000001,16
1444,Fiji,2005,female,4104,8.53,6
1445,Fiji,2005,male,4104,44.3,16
1446,Fiji,2006,female,4206,12.66,9
1447,Fiji,2006,male,4206,18.11,15
1448,Fiji,2007,female,4570,4.42,3
1449,Fiji,2007,male,4570,16.04,10
1450,Fiji,2008,female,4675,15.54,12
1451,Fiji,2008,male,4675,31.939999999999998,25
1452,Fiji,2009,female,3765,26.470000000000002,7
1453,Fiji,2009,male,3765,25.2,19
1454,Fiji,2011,female,4862,11.47,8
1455,Fiji,2011,male,4862,95.5,30
1456,Fiji,2012,female,5073,27.67,10
1457,Fiji,2012,male,5073,63.910000000000004,22
1484,Finland,2000,female,25716,60.19,292
1485,Finland,2000,male,25716,205.46,873
1486,Finland,2001,female,26383,54.1,271
1487,Finland,2001,male,26383,213.09,933
1488,Finland,2002,female,28390,53.86,271
1489,Finland,2002,male,28390,201.66,824
1490,Finland,2003,female,34701,53.36,260
1491,Finland,2003,male,34701,190.09,815
1492,Finland,2004,female,39793,52.25,252
1493,Finland,2004,male,39793,191.70000000000002,812
1494,Finland,2005,female,41202,55.99,270
1495,Finland,2005,male,41202,174.53,724
1496,Finland,2006,female,43487,52.769999999999996,259
1497,Finland,2006,male,43487,181.03,803
1498,Finland,2007,female,51089,49.07,244
1499,Finland,2007,male,51089,174.01,751
1500,Finland,2008,female,56521,46.76,232
1501,Finland,2008,male,56521,173.53,801
1502,Finland,2009,female,49878,55.48,273
1503,Finland,2009,male,49878,173.01,761
1504,Finland,2010,female,48939,50.1,236
1505,Finland,2010,male,48939,165.11,718
1506,Finland,2011,female,53809,39.8,202
1507,Finland,2011,male,53809,163.81,710
1508,Finland,2012,female,50232,42.54,218
1509,Finland,2012,male,50232,144.47,655
1510,Finland,2013,female,52572,45.51,221
1511,Finland,2013,male,52572,151.32,666
1512,Finland,2014,female,52832,39.13,190
1513,Finland,2014,male,52832,138.03,599
1514,Finland,2015,female,44862,35.550000000000004,173
1515,Finland,2015,male,44862,125.64,558
1546,France,2000,female,24648,56.29,2874
1547,France,2000,male,24648,200.94,7975
1548,France,2001,female,24796,53.63,2789
1549,France,2001,male,24796,186.31,7660
1550,France,2002,female,26714,54.910000000000004,2915
1551,France,2002,male,26714,183.73,7728
1552,France,2003,female,32656,52.72,2833
1553,France,2003,male,32656,188.59,8038
1554,France,2004,female,37240,53.36,2949
1555,France,2004,male,37240,179.15,7855
1556,France,2005,female,38420,52.09,2884
1557,France,2005,male,38420,180.0,7829
1558,France,2006,female,40097,50.03,2830
1559,France,2006,male,40097,170.6,7593
1560,France,2007,female,45682,47.29,2708
1561,France,2007,male,45682,166.4,7419
1562,France,2008,female,49901,47.19,2734
1563,France,2008,male,49901,169.02,7619
1564,France,2009,female,45775,47.35,2734
1565,France,2009,male,45775,168.89000000000001,7765
1566,France,2010,female,44747,46.54,2738
1567,France,2010,male,44747,164.63,7641
1568,France,2011,female,48217,44.47,2618
1569,France,2011,male,48217,166.71,7790
1570,France,2012,female,45002,41.6,2417
1571,France,2012,male,45002,157.38,7326
1572,France,2013,female,46922,40.33,2375
1573,France,2013,male,46922,152.0,7225
1574,France,2014,female,47318,37.82,2220
1575,France,2014,male,47318,141.74,6661
1594,Georgia,2000,female,734,9.27,28
1595,Georgia,2000,male,734,37.37,102
1596,Georgia,2001,female,777,9.87,27
1597,Georgia,2001,male,777,25.32,73
1598,Georgia,2004,female,1253,8.27,28
1599,Georgia,2004,male,1253,58.27,147
1600,Georgia,2005,female,1552,5.62,18
1601,Georgia,2005,male,1552,22.74,69
1602,Georgia,2006,female,1859,4.15,13
1603,Georgia,2006,male,1859,19.36,59
1604,Georgia,2007,female,2448,6.11,20
1605,Georgia,2007,male,2448,30.48,84
1606,Georgia,2009,female,2589,12.32,39
1607,Georgia,2009,male,2589,52.74,149
1608,Georgia,2010,female,2775,4.81,16
1609,Georgia,2010,male,2775,29.52,96
1610,Georgia,2011,female,3435,3.64,15
1611,Georgia,2011,male,3435,32.67,84
1612,Georgia,2012,female,3772,3.81,13
1613,Georgia,2012,male,3772,31.07,91
1614,Georgia,2013,female,3850,6.14,23
1615,Georgia,2013,male,3850,49.43,134
1616,Georgia,2014,female,4757,11.49,36
1617,Georgia,2014,male,4757,63.0,158
1618,Georgia,2015,female,4046,19.38,48
1619,Georgia,2015,male,4046,65.3,144
1640,Germany,2000,female,24922,41.980000000000004,2937
1641,Germany,2000,male,24922,143.57,8136
1642,Germany,2001,female,24874,42.64,2971
1643,Germany,2001,male,24874,143.14,8196
1644,Germany,2002,female,26441,43.48,3059
1645,Germany,2002,male,26441,140.48,8117
1646,Germany,2003,female,31816,42.62,2973
1647,Germany,2003,male,31816,138.62,8182
1648,Germany,2004,female,35772,39.63,2795
1649,Germany,2004,male,35772,132.6,7946
1650,Germany,2005,female,36289,37.55,2739
1651,Germany,2005,male,36289,123.94,7531
1652,Germany,2006,female,38088,34.51,2544
1653,Germany,2006,male,38088,118.01,7231
1654,Germany,2007,female,43667,32.79,2397
1655,Germany,2007,male,43667,113.73,7012
1656,Germany,2008,female,47702,33.13,2414
1657,Germany,2008,male,47702,112.39,7045
1658,Germany,2009,female,43570,31.55,2373
1659,Germany,2009,male,43570,113.97,7206
1660,Germany,2010,female,43614,34.4,2559
1661,Germany,2010,male,43614,117.77,7471
1662,Germany,2011,female,47947,34.08,2502
1663,Germany,2011,male,47947,118.74000000000001,7651
1664,Germany,2012,female,45142,34.51,2607
1665,Germany,2012,male,45142,113.8,7289
1666,Germany,2013,female,48563,35.2,2635
1667,Germany,2013,male,48563,117.88,7456
1668,Germany,2014,female,50167,34.17,2588
1669,Germany,2014,male,50167,118.86999999999999,7629
1670,Germany,2015,female,43201,35.23,2685
1671,Germany,2015,male,43201,115.11,7403
1702,Greece,2000,female,12509,9.65,84
1703,Greece,2000,male,12509,35.21,298
1704,Greece,2001,female,13043,5.71,48
1705,Greece,2001,male,13043,33.1,286
1706,Greece,2002,female,14676,7.43,66
1707,Greece,2002,male,14676,30.92,257
1708,Greece,2003,female,19202,6.98,69
1709,Greece,2003,male,19202,33.69,306
1710,Greece,2004,female,22804,6.03,68
1711,Greece,2004,male,22804,34.89,285
1712,Greece,2005,female,23414,8.469999999999999,79
1713,Greece,2005,male,23414,38.06,321
1714,Greece,2006,female,25739,6.95,68
1715,Greece,2006,male,25739,38.46,326
1716,Greece,2007,female,29896,6.55,60
1717,Greece,2007,male,29896,27.36,268
1718,Greece,2008,female,33168,5.66,65
1719,Greece,2008,male,33168,34.64,308
1720,Greece,2009,female,30785,5.72,58
1721,Greece,2009,male,30785,35.25,333
1722,Greece,2010,female,27886,4.15,41
1723,Greece,2010,male,27886,35.75,336
1724,Greece,2011,female,26825,9.03,84
1725,Greece,2011,male,26825,39.65,393
1726,Greece,2012,female,23309,9.34,91
1727,Greece,2012,male,23309,43.980000000000004,417
1728,Greece,2013,female,22994,10.47,108
1729,Greece,2013,male,22994,44.64,425
1730,Greece,2014,female,22834,11.21,115
1731,Greece,2014,male,22834,48.61,450
1732,Greece,2015,female,18927,10.08,107
1733,Greece,2015,male,18927,45.98,422
1754,Grenada,2001,female,5693,0.0,0
1755,Grenada,2001,male,5693,0.0,0
1756,Grenada,2002,female,5879,0.0,0
1757,Grenada,2002,male,5879,0.0,0
1758,Grenada,2003,female,6385,0.0,0
1759,Grenada,2003,male,6385,69.18,4
1760,Grenada,2004,female,6428,0.0,0
1761,Grenada,2004,male,6428,13.37,1
1762,Grenada,2005,female,7422,14.02,1
1763,Grenada,2005,male,7422,146.8,5
1764,Grenada,2006,female,7423,0.0,0
1765,Grenada,2006,male,7423,9.89,1
1766,Grenada,2007,female,8035,12.99,1
1767,Grenada,2007,male,8035,35.35,2
1768,Grenada,2008,female,8733,0.0,0
1769,Grenada,2008,male,8733,0.0,0
1770,Grenada,2009,female,8140,0.0,0
1771,Grenada,2009,male,8140,0.0,0
1772,Grenada,2010,female,8118,0.0,0
1773,Grenada,2010,male,8118,0.0,0
1774,Grenada,2011,female,8188,0.0,0
1775,Grenada,2011,male,8188,20.73,1
1776,Grenada,2012,female,8382,0.0,0
1777,Grenada,2012,male,8382,18.009999999999998,2
1778,Grenada,2013,female,8789,0.0,0
1779,Grenada,2013,male,8789,0.0,0
1780,Grenada,2014,female,9456,0.0,0
1781,Grenada,2014,male,9456,0.0,0
1782,Grenada,2015,female,10290,0.0,0
1783,Grenada,2015,male,10290,0.0,0
1784,Grenada,2016,female,10838,0.0,0
1785,Grenada,2016,male,10838,0.0,0
1814,Guatemala,2000,female,1977,4.08,40
1815,Guatemala,2000,male,1977,23.34,142
1816,Guatemala,2001,female,1867,5.09,52
1817,Guatemala,2001,male,1867,25.5,150
1818,Guatemala,2002,female,2022,11.05,64
1819,Guatemala,2002,male,2022,29.479999999999997,194
1820,Guatemala,2003,female,2079,5.0600000000000005,53
1821,Guatemala,2003,male,2079,32.28,200
1822,Guatemala,2004,female,2215,5.99,66
1823,Guatemala,2004,male,2215,23.94,184
1824,Guatemala,2005,female,2450,4.96,61
1825,Guatemala,2005,male,2450,27.65,177
1826,Guatemala,2006,female,2653,7.78,71
1827,Guatemala,2006,male,2653,34.17,227
1828,Guatemala,2007,female,2914,5.96,64
1829,Guatemala,2007,male,2914,34.31,263
1830,Guatemala,2008,female,3252,9.16,121
1831,Guatemala,2008,male,3252,45.6,371
1832,Guatemala,2009,female,3053,11.19,145
1833,Guatemala,2009,male,3053,46.38,366
1834,Guatemala,2010,female,3260,6.2,82
1835,Guatemala,2010,male,3260,29.23,270
1836,Guatemala,2011,female,3661,8.54,108
1837,Guatemala,2011,male,3661,26.15,251
1838,Guatemala,2012,female,3779,8.45,110
1839,Guatemala,2012,male,3779,33.35,310
1840,Guatemala,2013,female,3947,8.39,124
1841,Guatemala,2013,male,3947,32.3,331
1842,Guatemala,2014,female,4210,10.74,156
1843,Guatemala,2014,male,4210,35.14,356
1844,Guatemala,2015,female,4472,11.0,144
1845,Guatemala,2015,male,4472,33.85,350
1870,Guyana,2001,female,1054,68.47,43
1871,Guyana,2001,male,1054,312.28999999999996,154
1872,Guyana,2002,female,1090,53.73,34
1873,Guyana,2002,male,1090,258.2,142
1874,Guyana,2003,female,1116,86.03999999999999,45
1875,Guyana,2003,male,1116,296.5,153
1876,Guyana,2004,female,1180,90.84,48
1877,Guyana,2004,male,1180,309.16,138
1878,Guyana,2005,female,1235,66.06,42
1879,Guyana,2005,male,1235,267.90000000000003,127
1880,Guyana,2006,female,2182,78.98,50
1881,Guyana,2006,male,2182,315.62,151
1882,Guyana,2007,female,2602,97.63,42
1883,Guyana,2007,male,2602,276.12,143
1884,Guyana,2008,female,2873,87.04,44
1885,Guyana,2008,male,2873,266.58,124
1886,Guyana,2009,female,3076,85.13,47
1887,Guyana,2009,male,3076,216.65,109
1888,Guyana,2010,female,3384,76.38,49
1889,Guyana,2010,male,3384,326.69,156
1890,Guyana,2011,female,3815,70.86,39
1891,Guyana,2011,male,3815,278.67,153
1892,Guyana,2012,female,4212,75.58,50
1893,Guyana,2012,male,4212,292.4,156
1894,Guyana,2013,female,4372,70.35000000000001,50
1895,Guyana,2013,male,4372,286.03,160
1914,Hungary,2000,female,4966,103.92,806
1915,Hungary,2000,male,4966,360.64,2463
1916,Hungary,2001,female,5546,82.69,696
1917,Hungary,2001,male,5546,326.28999999999996,2282
1918,Hungary,2002,female,6995,76.39,647
1919,Hungary,2002,male,6995,306.36,2192
1920,Hungary,2003,female,8840,76.26,640
1921,Hungary,2003,male,8840,295.78,2160
1922,Hungary,2004,female,10806,75.03999999999999,655
1923,Hungary,2004,male,10806,294.43,2087
1924,Hungary,2005,female,11764,65.42,593
1925,Hungary,2005,male,11764,286.59000000000003,2026
1926,Hungary,2006,female,12021,65.5,600
1927,Hungary,2006,male,12021,247.16,1861
1928,Hungary,2007,female,14609,63.54,571
1929,Hungary,2007,male,14609,263.78000000000003,1879
1930,Hungary,2008,female,16540,63.07,566
1931,Hungary,2008,male,16540,268.61,1910
1932,Hungary,2009,female,13697,58.220000000000006,559
1933,Hungary,2009,male,13697,252.5,1901
1934,Hungary,2010,female,13761,58.77,547
1935,Hungary,2010,male,13761,262.54,1942
1936,Hungary,2011,female,14827,61.1,574
1937,Hungary,2011,male,14827,238.75,1846
1938,Hungary,2012,female,13525,59.31,546
1939,Hungary,2012,male,13525,246.65,1803
1940,Hungary,2013,female,14333,53.94,505
1941,Hungary,2013,male,14333,212.29,1587
1942,Hungary,2014,female,14886,45.25,447
1943,Hungary,2014,male,14886,199.06,1478
1944,Hungary,2015,female,13087,53.88,479
1945,Hungary,2015,male,13087,203.39,1389
1946,Hungary,2016,female,13448,51.03,446
1947,Hungary,2016,male,13448,190.31,1315
1978,Iceland,2000,female,34372,29.83,8
1979,Iceland,2000,male,34372,178.16,42
1980,Iceland,2001,female,30850,27.380000000000003,8
1981,Iceland,2001,male,30850,135.68,28
1982,Iceland,2002,female,34556,45.32,10
1983,Iceland,2002,male,34556,85.92,20
1984,Iceland,2003,female,42174,25.58,6
1985,Iceland,2003,male,42174,75.39,20
1986,Iceland,2004,female,50528,38.07,9
1987,Iceland,2004,male,50528,130.74,26
1988,Iceland,2005,female,60712,27.740000000000002,9
1989,Iceland,2005,male,60712,87.26,24
1990,Iceland,2006,female,60243,31.88,10
1991,Iceland,2006,male,60243,74.51,22
1992,Iceland,2007,female,73590,34.0,7
1993,Iceland,2007,male,73590,129.29,30
1994,Iceland,2008,female,59489,37.980000000000004,11
1995,Iceland,2008,male,59489,98.11,27
1996,Iceland,2009,female,43700,17.88,7
1997,Iceland,2009,male,43700,105.85,29
1998,Iceland,2010,female,45179,31.71,10
1999,Iceland,2010,male,45179,152.56,36
2000,Iceland,2011,female,49861,18.380000000000003,5
2001,Iceland,2011,male,49861,74.57000000000001,22
2002,Iceland,2012,female,48083,38.67,11
2003,Iceland,2012,male,48083,106.74000000000001,26
2004,Iceland,2013,female,51749,62.589999999999996,14
2005,Iceland,2013,male,51749,158.65,35
2006,Iceland,2014,female,56833,42.410000000000004,11
2007,Iceland,2014,male,56833,155.55,33
2008,Iceland,2015,female,54909,45.69,11
2009,Iceland,2015,male,54909,94.96000000000001,29
2010,Iceland,2016,female,64708,14.68,4
2011,Iceland,2016,male,64708,123.39,36
2042,Ireland,2000,female,28340,25.05,82
2043,Ireland,2000,male,28340,117.31,381
2044,Ireland,2001,female,30536,22.66,79
2045,Ireland,2001,male,30536,126.31,409
2046,Ireland,2002,female,35154,24.05,81
2047,Ireland,2002,male,35154,111.77,368
2048,Ireland,2003,female,44473,28.43,96
2049,Ireland,2003,male,44473,106.34,358
2050,Ireland,2004,female,51662,20.17,74
2051,Ireland,2004,male,51662,109.25,390
2052,Ireland,2005,female,55213,25.59,88
2053,Ireland,2005,male,55213,95.52,363
2054,Ireland,2006,female,58941,21.46,80
2055,Ireland,2006,male,58941,105.0,372
2056,Ireland,2007,female,67032,24.14,96
2057,Ireland,2007,male,67032,97.63,362
2058,Ireland,2008,female,67173,31.28,120
2059,Ireland,2008,male,67173,98.28,386
2060,Ireland,2009,female,57390,26.59,105
2061,Ireland,2009,male,57390,106.04,422
2062,Ireland,2010,female,52042,24.92,100
2063,Ireland,2010,male,52042,95.38,386
2064,Ireland,2011,female,56655,22.46,96
2065,Ireland,2011,male,56655,116.12,458
2066,Ireland,2012,female,53443,23.21,96
2067,Ireland,2012,male,53443,114.45,446
2068,Ireland,2013,female,56628,23.02,96
2069,Ireland,2013,male,56628,94.39,391
2070,Ireland,2014,female,59634,20.5,87
2071,Ireland,2014,male,59634,99.18,399
2102,Israel,2000,female,23451,22.55,87
2103,Israel,2000,male,23451,86.01,307
2104,Israel,2001,female,22623,20.5,75
2105,Israel,2001,male,22623,87.73,323
2106,Israel,2002,female,20536,21.580000000000002,91
2107,Israel,2002,male,20536,71.91,291
2108,Israel,2003,female,21133,16.56,72
2109,Israel,2003,male,21133,80.61,345
2110,Israel,2004,female,22168,21.369999999999997,91
2111,Israel,2004,male,22168,77.07,320
2112,Israel,2005,female,22901,28.349999999999998,121
2113,Israel,2005,male,22901,74.56,304
2114,Israel,2006,female,24306,18.810000000000002,88
2115,Israel,2006,male,24306,61.71,279
2116,Israel,2007,female,27712,12.49,63
2117,Israel,2007,male,27712,61.18,263
2118,Israel,2008,female,32874,13.51,60
2119,Israel,2008,male,32874,73.82000000000001,294
2120,Israel,2009,female,30812,17.1,94
2121,Israel,2009,male,30812,63.22,310
2122,Israel,2010,female,34104,15.540000000000001,86
2123,Israel,2010,male,34104,83.93,394
2124,Israel,2011,female,37528,15.55,87
2125,Israel,2011,male,37528,71.86,322
2126,Israel,2012,female,36263,15.1,81
2127,Israel,2012,male,36263,68.69,349
2128,Israel,2013,female,40477,15.13,81
2129,Israel,2013,male,40477,59.08,291
2130,Israel,2014,female,41869,15.47,88
2131,Israel,2014,male,41869,55.79,294
2132,Israel,2015,female,39793,14.11,73
2133,Israel,2015,male,39793,51.8,269
2164,Italy,2000,female,21027,20.91,1046
2165,Italy,2000,male,21027,78.31,3062
2166,Italy,2001,female,21392,18.71,980
2167,Italy,2001,male,21392,77.16,3050
2168,Italy,2002,female,23227,17.759999999999998,924
2169,Italy,2002,male,23227,76.85,3145
2170,Italy,2003,female,28572,18.830000000000002,997
2171,Italy,2003,male,28572,75.59,3078
2172,Italy,2004,female,32704,18.01,940
2173,Italy,2004,male,32704,73.32000000000001,3046
2174,Italy,2005,female,33536,17.64,939
2175,Italy,2005,male,33536,64.95,2803
2176,Italy,2006,female,34578,15.4,859
2177,Italy,2006,male,34578,66.21000000000001,2841
2178,Italy,2007,female,38935,15.459999999999999,864
2179,Italy,2007,male,38935,66.5,2893
2180,Italy,2008,female,41935,15.93,907
2181,Italy,2008,male,41935,65.76,2997
2182,Italy,2009,female,38101,14.95,881
2183,Italy,2009,male,38101,66.98,3093
2184,Italy,2010,female,36869,14.76,861
2185,Italy,2010,male,36869,66.01,3128
2186,Italy,2011,female,40210,14.9,863
2187,Italy,2011,male,40210,71.18,3290
2188,Italy,2012,female,36497,16.09,933
